NUM_PEDIDO,ID_PLATO
10000,10
10002,10
10004,10
10006,10
10008,10
10010,10
10012,10
10014,10
10016,10
10018,10
10020,10
10022,10
10024,10
10026,10
10028,10
10030,10
10032,10
10034,10
10036,10
10038,10
10040,10
10042,10
10044,10
10046,10
10048,10
10050,10
10052,10
10054,10
10056,10
10058,10
10060,10
10062,10
10064,10
10066,10
10068,10
10070,10
10072,10
10074,10
10076,10
10078,10
10080,10
10082,10
10084,10
10086,10
10088,10
10090,10
10092,10
10094,10
10096,10
10098,10
10100,10
10102,10
10104,10
10106,10
10108,10
10110,10
10112,10
10114,10
10116,10
10118,10
10120,10
10122,10
10124,10
10126,10
10128,10
10130,10
10132,10
10134,10
10136,10
10138,10
10140,10
10142,10
10144,10
10146,10
10148,10
10150,10
10152,10
10154,10
10156,10
10158,10
10160,10
10162,10
10164,10
10166,10
10168,10
10170,10
10172,10
10174,10
10176,10
10178,10
10180,10
10182,10
10184,10
10186,10
10188,10
10190,10
10192,10
10194,10
10196,10
10198,10
10200,10
10202,10
10204,10
10206,10
10208,10
10210,10
10212,10
10214,10
10216,10
10218,10
10220,10
10222,10
10224,10
10226,10
10228,10
10230,10
10232,10
10234,10
10236,10
10238,10
10240,10
10242,10
10244,10
10246,10
10248,10
10250,10
10252,10
10254,10
10256,10
10258,10
10260,10
10262,10
10264,10
10266,10
10268,10
10270,10
10272,10
10274,10
10276,10
10278,10
10280,10
10282,10
10284,10
10286,10
10288,10
10290,10
10292,10
10294,10
10296,10
10298,10
10300,10
10302,10
10304,10
10306,10
10308,10
10310,10
10312,10
10314,10
10316,10
10318,10
10320,10
10322,10
10324,10
10326,10
10328,10
10330,10
10332,10
10334,10
10336,10
10338,10
10340,10
10342,10
10344,10
10346,10
10348,10
10350,10
10352,10
10354,10
10356,10
10358,10
10360,10
10362,10
10364,10
10366,10
10368,10
10370,10
10372,10
10374,10
10376,10
10378,10
10380,10
10382,10
10384,10
10386,10
10388,10
10390,10
10392,10
10394,10
10396,10
10398,10
10400,10
10402,10
10404,10
10406,10
10408,10
10410,10
10412,10
10414,10
10416,10
10418,10
10420,10
10422,10
10424,10
10426,10
10428,10
10430,10
10432,10
10434,10
10436,10
10438,10
10440,10
10442,10
10444,10
10446,10
10448,10
10450,10
10452,10
10454,10
10456,10
10458,10
10460,10
10462,10
10464,10
10466,10
10468,10
10470,10
10472,10
10474,10
10476,10
10478,10
10480,10
10482,10
10484,10
10486,10
10488,10
10490,10
10492,10
10494,10
10496,10
10498,10
10500,10
10502,10
10504,10
10506,10
10508,10
10510,10
10512,10
10514,10
10516,10
10518,10
10520,10
10522,10
10524,10
10526,10
10528,10
10530,10
10532,10
10534,10
10536,10
10538,10
10540,10
10542,10
10544,10
10546,10
10548,10
10550,10
10552,10
10554,10
10556,10
10558,10
10560,10
10562,10
10564,10
10566,10
10568,10
10570,10
10572,10
10574,10
10576,10
10578,10
10580,10
10582,10
10584,10
10586,10
10588,10
10590,10
10592,10
10594,10
10596,10
10598,10
10600,10
10602,10
10604,10
10606,10
10608,10
10610,10
10612,10
10614,10
10616,10
10618,10
10620,10
10622,10
10624,10
10626,10
10628,10
10630,10
10632,10
10634,10
10636,10
10638,10
10640,10
10642,10
10644,10
10646,10
10648,10
10650,10
10652,10
10654,10
10656,10
10658,10
10660,10
10662,10
10664,10
10666,10
10668,10
10670,10
10672,10
10674,10
10676,10
10678,10
10680,10
10682,10
10684,10
10686,10
10688,10
10690,10
10692,10
10694,10
10696,10
10698,10
10700,10
10702,10
10704,10
10706,10
10708,10
10710,10
10712,10
10714,10
10716,10
10718,10
10720,10
10722,10
10724,10
10726,10
10728,10
10730,10
10732,10
10734,10
10736,10
10738,10
10740,10
10742,10
10744,10
10746,10
10748,10
10750,10
10752,10
10754,10
10756,10
10758,10
10760,10
10762,10
10764,10
10766,10
10768,10
10770,10
10772,10
10774,10
10776,10
10778,10
10780,10
10782,10
10784,10
10786,10
10788,10
10790,10
10792,10
10794,10
10796,10
10798,10
10800,10
10802,10
10804,10
10806,10
10808,10
10810,10
10812,10
10814,10
10816,10
10818,10
10820,10
10822,10
10824,10
10826,10
10828,10
10830,10
10832,10
10834,10
10836,10
10838,10
10840,10
10842,10
10844,10
10846,10
10848,10
10850,10
10852,10
10854,10
10856,10
10858,10
10860,10
10862,10
10864,10
10866,10
10868,10
10870,10
10872,10
10874,10
10876,10
10878,10
10880,10
10882,10
10884,10
10886,10
10888,10
10890,10
10892,10
10894,10
10896,10
10898,10
10900,10
10902,10
10904,10
10906,10
10908,10
10910,10
10912,10
10914,10
10916,10
10918,10
10920,10
10922,10
10924,10
10926,10
10928,10
10930,10
10932,10
10934,10
10936,10
10938,10
10940,10
10942,10
10944,10
10946,10
10948,10
10950,10
10952,10
10954,10
10956,10
10958,10
10960,10
10962,10
10964,10
10966,10
10968,10
10970,10
10972,10
10974,10
10976,10
10978,10
10980,10
10982,10
10984,10
10986,10
10988,10
10990,10
10992,10
10994,10
10996,10
10998,10
11000,10
11002,10
11004,10
11006,10
11008,10
11010,10
11012,10
11014,10
11016,10
11018,10
11020,10
11022,10
11024,10
11026,10
11028,10
11030,10
11032,10
11034,10
11036,10
11038,10
11040,10
11042,10
11044,10
11046,10
11048,10
11050,10
11052,10
11054,10
11056,10
11058,10
11060,10
11062,10
11064,10
11066,10
11068,10
11070,10
11072,10
11074,10
11076,10
11078,10
11080,10
11082,10
11084,10
11086,10
11088,10
11090,10
11092,10
11094,10
11096,10
11098,10
11100,10
11102,10
11104,10
11106,10
11108,10
11110,10
11112,10
11114,10
11116,10
11118,10
11120,10
11122,10
11124,10
11126,10
11128,10
11130,10
11132,10
11134,10
11136,10
11138,10
11140,10
11142,10
11144,10
11146,10
11148,10
11150,10
11152,10
11154,10
11156,10
11158,10
11160,10
11162,10
11164,10
11166,10
11168,10
11170,10
11172,10
11174,10
11176,10
11178,10
11180,10
11182,10
11184,10
11186,10
11188,10
11190,10
11192,10
11194,10
11196,10
11198,10
11200,10
11202,10
11204,10
11206,10
11208,10
11210,10
11212,10
11214,10
11216,10
11218,10
11220,10
11222,10
11224,10
11226,10
11228,10
11230,10
11232,10
11234,10
11236,10
11238,10
11240,10
11242,10
11244,10
11246,10
11248,10
11250,10
11252,10
11254,10
11256,10
11258,10
11260,10
11262,10
11264,10
11266,10
11268,10
11270,10
11272,10
11274,10
11276,10
11278,10
11280,10
11282,10
11284,10
11286,10
11288,10
11290,10
