ID_MENU,ID_PLATO
1,60001
2,60002
3,60003
4,60004
5,60005
6,60006
7,60007
8,60008
9,60009
10,60010
11,60011
12,60012
13,60013
14,60014
15,60015
16,60016
17,60017
18,60018
19,60019
20,60020
21,60021
22,60022
23,60023
24,60024
25,60025
26,60026
27,60027
28,60028
29,60029
30,60030
31,60031
32,60032
33,60033
34,60034
35,60035
36,60036
37,60037
38,60038
39,60039
40,60040
41,60041
42,60042
43,60043
44,60044
45,60045
46,60046
47,60047
48,60048
49,60049
50,60050
51,60051
52,60052
53,60053
54,60054
55,60055
56,60056
57,60057
58,60058
59,60059
60,60060
61,60061
62,60062
63,60063
64,60064
65,60065
66,60066
67,60067
68,60068
69,60069
70,60070
71,60071
72,60072
73,60073
74,60074
75,60075
76,60076
77,60077
78,60078
79,60079
80,60080
81,60081
82,60082
83,60083
84,60084
85,60085
86,60086
87,60087
88,60088
89,60089
90,60090
91,60091
92,60092
93,60093
94,60094
95,60095
96,60096
97,60097
98,60098
99,60099
100,60100
101,60101
102,60102
103,60103
104,60104
105,60105
106,60106
107,60107
108,60108
109,60109
110,60110
111,60111
112,60112
113,60113
114,60114
115,60115
116,60116
117,60117
118,60118
119,60119
120,60120
121,60121
122,60122
123,60123
124,60124
125,60125
126,60126
127,60127
128,60128
129,60129
130,60130
131,60131
132,60132
133,60133
134,60134
135,60135
136,60136
137,60137
138,60138
139,60139
140,60140
141,60141
142,60142
143,60143
144,60144
145,60145
146,60146
147,60147
148,60148
149,60149
150,60150
151,60151
152,60152
153,60153
154,60154
155,60155
156,60156
157,60157
158,60158
159,60159
160,60160
161,60161
162,60162
163,60163
164,60164
165,60165
166,60166
167,60167
168,60168
169,60169
170,60170
171,60171
172,60172
173,60173
174,60174
175,60175
176,60176
177,60177
178,60178
179,60179
180,60180
181,60181
182,60182
183,60183
184,60184
185,60185
186,60186
187,60187
188,60188
189,60189
190,60190
191,60191
192,60192
193,60193
194,60194
195,60195
196,60196
197,60197
198,60198
199,60199
200,60200
201,60201
202,60202
203,60203
204,60204
205,60205
206,60206
207,60207
208,60208
209,60209
210,60210
211,60211
212,60212
213,60213
214,60214
215,60215
216,60216
217,60217
218,60218
219,60219
220,60220
221,60221
222,60222
223,60223
224,60224
225,60225
226,60226
227,60227
228,60228
229,60229
230,60230
231,60231
232,60232
233,60233
234,60234
235,60235
236,60236
237,60237
238,60238
239,60239
240,60240
241,60241
242,60242
243,60243
244,60244
245,60245
246,60246
247,60247
248,60248
249,60249
250,60250
251,60251
252,60252
253,60253
254,60254
255,60255
256,60256
257,60257
258,60258
259,60259
260,60260
261,60261
262,60262
263,60263
264,60264
265,60265
266,60266
267,60267
268,60268
269,60269
270,60270
271,60271
272,60272
273,60273
274,60274
275,60275
276,60276
277,60277
278,60278
279,60279
280,60280
281,60281
282,60282
283,60283
284,60284
285,60285
286,60286
287,60287
288,60288
289,60289
290,60290
291,60291
292,60292
293,60293
294,60294
295,60295
296,60296
297,60297
298,60298
299,60299
300,60300
301,60301
302,60302
303,60303
304,60304
305,60305
306,60306
307,60307
308,60308
309,60309
310,60310
311,60311
312,60312
313,60313
314,60314
315,60315
316,60316
317,60317
318,60318
319,60319
320,60320
321,60321
322,60322
323,60323
324,60324
325,60325
326,60326
327,60327
328,60328
329,60329
330,60330
331,60331
332,60332
333,60333
334,60334
335,60335
336,60336
337,60337
338,60338
339,60339
340,60340
341,60341
342,60342
343,60343
344,60344
345,60345
346,60346
347,60347
348,60348
349,60349
350,60350
351,60351
352,60352
353,60353
354,60354
355,60355
356,60356
357,60357
358,60358
359,60359
360,60360
361,60361
362,60362
363,60363
364,60364
365,60365
366,60366
367,60367
368,60368
369,60369
370,60370
371,60371
372,60372
373,60373
374,60374
375,60375
376,60376
377,60377
378,60378
379,60379
380,60380
381,60381
382,60382
383,60383
384,60384
385,60385
386,60386
387,60387
388,60388
389,60389
390,60390
391,60391
392,60392
393,60393
394,60394
395,60395
396,60396
397,60397
398,60398
399,60399
400,60400
401,60401
402,60402
403,60403
404,60404
405,60405
406,60406
407,60407
408,60408
409,60409
410,60410
411,60411
412,60412
413,60413
414,60414
415,60415
416,60416
417,60417
418,60418
419,60419
420,60420
421,60421
422,60422
423,60423
424,60424
425,60425
426,60426
427,60427
428,60428
429,60429
430,60430
431,60431
432,60432
433,60433
434,60434
435,60435
436,60436
437,60437
438,60438
439,60439
440,60440
441,60441
442,60442
443,60443
444,60444
445,60445
446,60446
447,60447
448,60448
449,60449
450,60450
451,60451
452,60452
453,60453
454,60454
455,60455
456,60456
457,60457
458,60458
459,60459
460,60460
461,60461
462,60462
463,60463
464,60464
465,60465
466,60466
467,60467
468,60468
469,60469
470,60470
471,60471
472,60472
473,60473
474,60474
475,60475
476,60476
477,60477
478,60478
479,60479
480,60480
481,60481
482,60482
483,60483
484,60484
485,60485
486,60486
487,60487
488,60488
489,60489
490,60490
491,60491
492,60492
493,60493
494,60494
495,60495
496,60496
497,60497
498,60498
499,60499
500,60500
501,60501
502,60502
503,60503
504,60504
505,60505
506,60506
507,60507
508,60508
509,60509
510,60510
511,60511
512,60512
513,60513
514,60514
515,60515
516,60516
517,60517
518,60518
519,60519
520,60520
521,60521
522,60522
523,60523
524,60524
525,60525
526,60526
527,60527
528,60528
529,60529
530,60530
531,60531
532,60532
533,60533
534,60534
535,60535
536,60536
537,60537
538,60538
539,60539
540,60540
541,60541
542,60542
543,60543
544,60544
545,60545
546,60546
547,60547
548,60548
549,60549
550,60550
551,60551
552,60552
553,60553
554,60554
555,60555
556,60556
557,60557
558,60558
559,60559
560,60560
561,60561
562,60562
563,60563
564,60564
565,60565
566,60566
567,60567
568,60568
569,60569
570,60570
571,60571
572,60572
573,60573
574,60574
575,60575
576,60576
577,60577
578,60578
579,60579
580,60580
581,60581
582,60582
583,60583
584,60584
585,60585
586,60586
587,60587
588,60588
589,60589
590,60590
591,60591
592,60592
593,60593
594,60594
595,60595
596,60596
597,60597
598,60598
599,60599
600,60600
601,60601
602,60602
603,60603
604,60604
605,60605
606,60606
607,60607
608,60608
609,60609
610,60610
611,60611
612,60612
613,60613
614,60614
615,60615
616,60616
617,60617
618,60618
619,60619
620,60620
621,60621
622,60622
623,60623
624,60624
625,60625
626,60626
627,60627
628,60628
629,60629
630,60630
631,60631
632,60632
633,60633
634,60634
635,60635
636,60636
637,60637
638,60638
639,60639
640,60640
641,60641
642,60642
643,60643
644,60644
645,60645
646,60646
647,60647
648,60648
649,60649
650,60650
651,60651
652,60652
653,60653
654,60654
655,60655
656,60656
657,60657
658,60658
659,60659
660,60660
661,60661
662,60662
663,60663
664,60664
665,60665
666,60666
667,60667
668,60668
669,60669
670,60670
671,60671
672,60672
673,60673
674,60674
675,60675
676,60676
677,60677
678,60678
679,60679
680,60680
681,60681
682,60682
683,60683
684,60684
685,60685
686,60686
687,60687
688,60688
689,60689
690,60690
691,60691
692,60692
693,60693
694,60694
695,60695
696,60696
697,60697
698,60698
699,60699
700,60700
701,60701
702,60702
703,60703
704,60704
705,60705
706,60706
707,60707
708,60708
709,60709
710,60710
711,60711
712,60712
713,60713
714,60714
715,60715
716,60716
717,60717
718,60718
719,60719
720,60720
721,60721
722,60722
723,60723
724,60724
725,60725
726,60726
727,60727
728,60728
729,60729
730,60730
731,60731
732,60732
733,60733
734,60734
735,60735
736,60736
737,60737
738,60738
739,60739
740,60740
741,60741
742,60742
743,60743
744,60744
745,60745
746,60746
747,60747
748,60748
749,60749
750,60750
751,60751
752,60752
753,60753
754,60754
755,60755
756,60756
757,60757
758,60758
759,60759
760,60760
761,60761
762,60762
763,60763
764,60764
765,60765
766,60766
767,60767
768,60768
769,60769
770,60770
771,60771
772,60772
773,60773
774,60774
775,60775
776,60776
777,60777
778,60778
779,60779
780,60780
781,60781
782,60782
783,60783
784,60784
785,60785
786,60786
787,60787
788,60788
789,60789
790,60790
791,60791
792,60792
793,60793
794,60794
795,60795
796,60796
797,60797
798,60798
799,60799
800,60800
801,60801
802,60802
803,60803
804,60804
805,60805
806,60806
807,60807
808,60808
809,60809
810,60810
811,60811
812,60812
813,60813
814,60814
815,60815
816,60816
817,60817
818,60818
819,60819
820,60820
821,60821
822,60822
823,60823
824,60824
825,60825
826,60826
827,60827
828,60828
829,60829
830,60830
831,60831
832,60832
833,60833
834,60834
835,60835
836,60836
837,60837
838,60838
839,60839
840,60840
841,60841
842,60842
843,60843
844,60844
845,60845
846,60846
847,60847
848,60848
849,60849
850,60850
851,60851
852,60852
853,60853
854,60854
855,60855
856,60856
857,60857
858,60858
859,60859
860,60860
861,60861
862,60862
863,60863
864,60864
865,60865
866,60866
867,60867
868,60868
869,60869
870,60870
871,60871
872,60872
873,60873
874,60874
875,60875
876,60876
877,60877
878,60878
879,60879
880,60880
881,60881
882,60882
883,60883
884,60884
885,60885
886,60886
887,60887
888,60888
889,60889
890,60890
891,60891
892,60892
893,60893
894,60894
895,60895
896,60896
897,60897
898,60898
899,60899
900,60900
901,60901
902,60902
903,60903
904,60904
905,60905
906,60906
907,60907
908,60908
909,60909
910,60910
911,60911
912,60912
913,60913
914,60914
915,60915
916,60916
917,60917
918,60918
919,60919
920,60920
921,60921
922,60922
923,60923
924,60924
925,60925
926,60926
927,60927
928,60928
929,60929
930,60930
931,60931
932,60932
933,60933
934,60934
935,60935
936,60936
937,60937
938,60938
939,60939
940,60940
941,60941
942,60942
943,60943
944,60944
945,60945
946,60946
947,60947
948,60948
949,60949
950,60950
951,60951
952,60952
953,60953
954,60954
955,60955
956,60956
957,60957
958,60958
959,60959
960,60960
961,60961
962,60962
963,60963
964,60964
965,60965
966,60966
967,60967
968,60968
969,60969
970,60970
971,60971
972,60972
973,60973
974,60974
975,60975
976,60976
977,60977
978,60978
979,60979
980,60980
981,60981
982,60982
983,60983
984,60984
985,60985
986,60986
987,60987
988,60988
989,60989
990,60990
991,60991
992,60992
993,60993
994,60994
995,60995
996,60996
997,60997
998,60998
999,60999
1000,61000
1001,61001
1002,61002
1003,61003
1004,61004
1005,61005
1006,61006
1007,61007
1008,61008
1009,61009
1010,61010
1011,61011
1012,61012
1013,61013
1014,61014
1015,61015
1016,61016
1017,61017
1018,61018
1019,61019
1020,61020
1021,61021
1022,61022
1023,61023
1024,61024
1025,61025
1026,61026
1027,61027
1028,61028
1029,61029
1030,61030
1031,61031
1032,61032
1033,61033
1034,61034
1035,61035
1036,61036
1037,61037
1038,61038
1039,61039
1040,61040
1041,61041
1042,61042
1043,61043
1044,61044
1045,61045
1046,61046
1047,61047
1048,61048
1049,61049
1050,61050
1051,61051
1052,61052
1053,61053
1054,61054
1055,61055
1056,61056
1057,61057
1058,61058
1059,61059
1060,61060
1061,61061
1062,61062
1063,61063
1064,61064
1065,61065
1066,61066
1067,61067
1068,61068
1069,61069
1070,61070
1071,61071
1072,61072
1073,61073
1074,61074
1075,61075
1076,61076
1077,61077
1078,61078
1079,61079
1080,61080
1081,61081
1082,61082
1083,61083
1084,61084
1085,61085
1086,61086
1087,61087
1088,61088
1089,61089
1090,61090
1091,61091
1092,61092
1093,61093
1094,61094
1095,61095
1096,61096
1097,61097
1098,61098
1099,61099
1100,61100
1101,61101
1102,61102
1103,61103
1104,61104
1105,61105
1106,61106
1107,61107
1108,61108
1109,61109
1110,61110
1111,61111
1112,61112
1113,61113
1114,61114
1115,61115
1116,61116
1117,61117
1118,61118
1119,61119
1120,61120
1121,61121
1122,61122
1123,61123
1124,61124
1125,61125
1126,61126
1127,61127
1128,61128
1129,61129
1130,61130
1131,61131
1132,61132
1133,61133
1134,61134
1135,61135
1136,61136
