NUM_PEDIDO,ID_PLATO
20001,271
20003,271
20005,271
20007,271
20009,271
20011,271
20013,271
20015,271
20017,271
20019,271
20021,271
20023,271
20025,271
20027,271
20029,271
20031,271
20033,271
20035,271
20037,271
20039,271
20041,271
20043,271
20045,271
20047,271
20049,271
20051,271
20053,271
20055,271
20057,271
20059,271
20061,271
20063,271
20065,271
20067,271
20069,271
20071,271
20073,271
20075,271
20077,271
20079,271
20081,271
20083,271
20085,271
20087,271
20089,271
20091,271
20093,271
20095,271
20097,271
20099,271
20101,271
20103,271
20105,271
20107,271
20109,271
20111,271
20113,271
20115,271
20117,271
20119,271
20121,271
20123,271
20125,271
20127,271
20129,271
20131,271
20133,271
20135,271
20137,271
20139,271
20141,271
20143,271
20145,271
20147,271
20149,271
20151,271
20153,271
20155,271
20157,271
20159,271
20161,271
20163,271
20165,271
20167,271
20169,271
20171,271
20173,271
20175,271
20177,271
20179,271
20181,271
20183,271
20185,271
20187,271
20189,271
20191,271
20193,271
20195,271
20197,271
20199,271
20201,271
20203,271
20205,271
20207,271
20209,271
20211,271
20213,271
20215,271
20217,271
20219,271
20221,271
20223,271
20225,271
20227,271
20229,271
20231,271
20233,271
20235,271
20237,271
20239,271
20241,271
20243,271
20245,271
20247,271
20249,271
20251,271
20253,271
20255,271
20257,271
20259,271
20261,271
20263,271
20265,271
20267,271
20269,271
20271,271
20273,271
20275,271
20277,271
20279,271
20281,271
20283,271
20285,271
20287,271
20289,271
20291,271
20293,271
20295,271
20297,271
20299,271
20301,271
20303,271
20305,271
20307,271
20309,271
20311,271
20313,271
20315,271
20317,271
20319,271
20321,271
20323,271
20325,271
20327,271
20329,271
20331,271
20333,271
20335,271
20337,271
20339,271
20341,271
20343,271
20345,271
20347,271
20349,271
20351,271
20353,271
20355,271
20357,271
20359,271
20361,271
20363,271
20365,271
20367,271
20369,271
20371,271
20373,271
20375,271
20377,271
20379,271
20381,271
20383,271
20385,271
20387,271
20389,271
20391,271
20393,271
20395,271
20397,271
20399,271
20401,271
20403,271
20405,271
20407,271
20409,271
20411,271
20413,271
20415,271
20417,271
20419,271
20421,271
20423,271
20425,271
20427,271
20429,271
20431,271
20433,271
20435,271
20437,271
20439,271
20441,271
20443,271
20445,271
20447,271
20449,271
20451,271
20453,271
20455,271
20457,271
20459,271
20461,271
20463,271
20465,271
20467,271
20469,271
20471,271
20473,271
20475,271
20477,271
20479,271
20481,271
20483,271
20485,271
20487,271
20489,271
20491,271
20493,271
20495,271
20497,271
20499,271
20501,271
20503,271
20505,271
20507,271
20509,271
20511,271
20513,271
20515,271
20517,271
20519,271
20521,271
20523,271
20525,271
20527,271
20529,271
20531,271
20533,271
20535,271
20537,271
20539,271
20541,271
20543,271
20545,271
20547,271
20549,271
20551,271
20553,271
20555,271
20557,271
20559,271
20561,271
20563,271
20565,271
20567,271
20569,271
20571,271
20573,271
20575,271
20577,271
20579,271
20581,271
20583,271
20585,271
20587,271
20589,271
20591,271
20593,271
20595,271
20597,271
20599,271
20601,271
20603,271
20605,271
20607,271
20609,271
20611,271
20613,271
20615,271
20617,271
20619,271
20621,271
20623,271
20625,271
20627,271
20629,271
20631,271
20633,271
20635,271
20637,271
20639,271
20641,271
20643,271
20645,271
20647,271
20649,271
20651,271
20653,271
20655,271
20657,271
20659,271
20661,271
20663,271
20665,271
20667,271
20669,271
20671,271
20673,271
20675,271
20677,271
20679,271
20681,271
20683,271
20685,271
20687,271
20689,271
20691,271
20693,271
20695,271
20697,271
20699,271
20701,271
20703,271
20705,271
20707,271
20709,271
20711,271
20713,271
20715,271
20717,271
20719,271
20721,271
20723,271
20725,271
20727,271
20729,271
20731,271
20733,271
20735,271
20737,271
20739,271
20741,271
20743,271
20745,271
20747,271
20749,271
20751,271
20753,271
20755,271
20757,271
20759,271
20761,271
20763,271
20765,271
20767,271
20769,271
20771,271
20773,271
20775,271
20777,271
20779,271
20781,271
20783,271
20785,271
20787,271
20789,271
20791,271
20793,271
20795,271
20797,271
20799,271
20801,271
20803,271
20805,271
20807,271
20809,271
20811,271
20813,271
20815,271
20817,271
20819,271
20821,271
20823,271
20825,271
20827,271
20829,271
20831,271
20833,271
20835,271
20837,271
20839,271
20841,271
20843,271
20845,271
20847,271
20849,271
20851,271
20853,271
20855,271
20857,271
20859,271
20861,271
20863,271
20865,271
20867,271
20869,271
20871,271
20873,271
20875,271
20877,271
20879,271
20881,271
20883,271
20885,271
20887,271
20889,271
20891,271
20893,271
20895,271
20897,271
20899,271
20901,271
20903,271
20905,271
20907,271
20909,271
20911,271
20913,271
20915,271
20917,271
20919,271
20921,271
20923,271
20925,271
20927,271
20929,271
20931,271
20933,271
20935,271
20937,271
20939,271
20941,271
20943,271
20945,271
20947,271
20949,271
20951,271
20953,271
20955,271
20957,271
20959,271
20961,271
20963,271
20965,271
20967,271
20969,271
20971,271
20973,271
20975,271
20977,271
20979,271
20981,271
20983,271
20985,271
20987,271
20989,271
20991,271
20993,271
20995,271
20997,271
20999,271
21001,271
21003,271
21005,271
21007,271
21009,271
21011,271
21013,271
21015,271
21017,271
21019,271
21021,271
21023,271
21025,271
21027,271
21029,271
21031,271
21033,271
21035,271
21037,271
21039,271
21041,271
21043,271
21045,271
21047,271
21049,271
21051,271
21053,271
21055,271
21057,271
21059,271
21061,271
21063,271
21065,271
21067,271
21069,271
21071,271
21073,271
21075,271
21077,271
21079,271
21081,271
21083,271
21085,271
21087,271
21089,271
21091,271
21093,271
21095,271
21097,271
21099,271
21101,271
21103,271
21105,271
21107,271
21109,271
21111,271
21113,271
21115,271
21117,271
21119,271
21121,271
21123,271
21125,271
21127,271
21129,271
21131,271
21133,271
21135,271
21137,271
21139,271
21141,271
21143,271
21145,271
21147,271
21149,271
21151,271
21153,271
21155,271
21157,271
21159,271
21161,271
21163,271
21165,271
21167,271
21169,271
21171,271
21173,271
21175,271
21177,271
21179,271
21181,271
21183,271
21185,271
21187,271
21189,271
21191,271
21193,271
21195,271
21197,271
21199,271
21201,271
21203,271
21205,271
21207,271
21209,271
21211,271
21213,271
21215,271
21217,271
21219,271
21221,271
21223,271
21225,271
21227,271
21229,271
21231,271
21233,271
21235,271
21237,271
21239,271
21241,271
21243,271
21245,271
21247,271
21249,271
21251,271
21253,271
21255,271
21257,271
21259,271
21261,271
21263,271
21265,271
21267,271
21269,271
21271,271
21273,271
21275,271
21277,271
21279,271
21281,271
21283,271
21285,271
21287,271
21289,271
21291,271
21293,271
21295,271
21297,271
21299,271
21301,271
21303,271
21305,271
21307,271
21309,271
21311,271
21313,271
21315,271
21317,271
21319,271
21321,271
21323,271
21325,271
21327,271
21329,271
21331,271
21333,271
21335,271
21337,271
21339,271
21341,271
21343,271
21345,271
21347,271
21349,271
21351,271
21353,271
21355,271
21357,271
21359,271
21361,271
21363,271
21365,271
21367,271
21369,271
21371,271
21373,271
21375,271
21377,271
21379,271
21381,271
21383,271
21385,271
21387,271
21389,271
21391,271
21393,271
21395,271
21397,271
21399,271
21401,271
21403,271
21405,271
21407,271
21409,271
21411,271
21413,271
21415,271
21417,271
21419,271
21421,271
21423,271
21425,271
21427,271
21429,271
21431,271
21433,271
21435,271
21437,271
21439,271
21441,271
21443,271
21445,271
21447,271
21449,271
21451,271
21453,271
21455,271
21457,271
21459,271
21461,271
21463,271
21465,271
21467,271
21469,271
21471,271
21473,271
21475,271
21477,271
21479,271
21481,271
21483,271
21485,271
21487,271
21489,271
21491,271
21493,271
21495,271
21497,271
21499,271
21501,271
21503,271
21505,271
21507,271
21509,271
21511,271
21513,271
21515,271
21517,271
21519,271
21521,271
21523,271
21525,271
21527,271
21529,271
21531,271
21533,271
21535,271
21537,271
21539,271
21541,271
21543,271
21545,271
21547,271
21549,271
21551,271
21553,271
21555,271
21557,271
21559,271
21561,271
21563,271
21565,271
21567,271
21569,271
21571,271
21573,271
21575,271
21577,271
21579,271
21581,271
21583,271
21585,271
21587,271
21589,271
21591,271
21593,271
21595,271
21597,271
21599,271
21601,271
21603,271
21605,271
21607,271
21609,271
21611,271
21613,271
21615,271
21617,271
21619,271
21621,271
21623,271
21625,271
21627,271
21629,271
21631,271
21633,271
21635,271
21637,271
21639,271
21641,271
21643,271
21645,271
21647,271
21649,271
21651,271
21653,271
21655,271
21657,271
21659,271
21661,271
21663,271
21665,271
21667,271
21669,271
21671,271
21673,271
21675,271
21677,271
21679,271
21681,271
21683,271
21685,271
21687,271
21689,271
21691,271
21693,271
21695,271
21697,271
21699,271
21701,271
21703,271
21705,271
21707,271
21709,271
21711,271
21713,271
21715,271
21717,271
21719,271
21721,271
21723,271
21725,271
21727,271
21729,271
21731,271
21733,271
21735,271
21737,271
21739,271
21741,271
21743,271
21745,271
21747,271
21749,271
21751,271
21753,271
21755,271
21757,271
21759,271
21761,271
21763,271
21765,271
21767,271
21769,271
21771,271
21773,271
21775,271
21777,271
21779,271
21781,271
21783,271
21785,271
21787,271
21789,271
21791,271
21793,271
21795,271
21797,271
21799,271
21801,271
21803,271
21805,271
21807,271
21809,271
21811,271
21813,271
21815,271
21817,271
21819,271
21821,271
21823,271
21825,271
21827,271
21829,271
21831,271
21833,271
21835,271
21837,271
21839,271
21841,271
21843,271
21845,271
21847,271
21849,271
21851,271
21853,271
21855,271
21857,271
21859,271
21861,271
21863,271
21865,271
21867,271
21869,271
21871,271
21873,271
21875,271
21877,271
21879,271
21881,271
21883,271
21885,271
21887,271
21889,271
21891,271
21893,271
21895,271
21897,271
21899,271
21901,271
21903,271
21905,271
21907,271
21909,271
21911,271
21913,271
21915,271
21917,271
21919,271
21921,271
21923,271
21925,271
21927,271
21929,271
21931,271
21933,271
21935,271
21937,271
21939,271
21941,271
21943,271
21945,271
21947,271
21949,271
21951,271
21953,271
21955,271
21957,271
21959,271
21961,271
21963,271
21965,271
21967,271
21969,271
21971,271
21973,271
21975,271
21977,271
21979,271
21981,271
21983,271
21985,271
21987,271
21989,271
21991,271
21993,271
21995,271
21997,271
21999,271
22001,271
22003,271
22005,271
22007,271
22009,271
22011,271
22013,271
22015,271
22017,271
22019,271
22021,271
22023,271
22025,271
22027,271
22029,271
22031,271
22033,271
22035,271
22037,271
22039,271
22041,271
22043,271
22045,271
22047,271
22049,271
22051,271
22053,271
22055,271
22057,271
22059,271
22061,271
22063,271
22065,271
22067,271
22069,271
22071,271
22073,271
22075,271
22077,271
22079,271
22081,271
22083,271
22085,271
22087,271
22089,271
22091,271
22093,271
22095,271
22097,271
22099,271
22101,271
22103,271
22105,271
22107,271
22109,271
22111,271
22113,271
22115,271
22117,271
22119,271
22121,271
22123,271
22125,271
22127,271
22129,271
22131,271
22133,271
22135,271
22137,271
22139,271
22141,271
22143,271
22145,271
22147,271
22149,271
22151,271
22153,271
22155,271
22157,271
22159,271
22161,271
22163,271
22165,271
22167,271
22169,271
22171,271
22173,271
22175,271
22177,271
22179,271
22181,271
22183,271
22185,271
22187,271
22189,271
22191,271
22193,271
22195,271
22197,271
22199,271
22201,271
22203,271
22205,271
22207,271
22209,271
22211,271
22213,271
22215,271
22217,271
22219,271
22221,271
22223,271
22225,271
22227,271
22229,271
22231,271
22233,271
22235,271
22237,271
22239,271
22241,271
22243,271
22245,271
22247,271
22249,271
22251,271
22253,271
22255,271
22257,271
22259,271
22261,271
22263,271
22265,271
22267,271
22269,271
22271,271
22273,271
22275,271
22277,271
22279,271
22281,271
22283,271
22285,271
22287,271
22289,271
22291,271
22293,271
22295,271
22297,271
22299,271
22301,271
22303,271
22305,271
22307,271
22309,271
22311,271
22313,271
22315,271
22317,271
22319,271
22321,271
22323,271
22325,271
22327,271
22329,271
22331,271
22333,271
22335,271
22337,271
22339,271
22341,271
22343,271
22345,271
22347,271
22349,271
22351,271
22353,271
22355,271
22357,271
22359,271
22361,271
22363,271
22365,271
22367,271
22369,271
22371,271
22373,271
22375,271
22377,271
22379,271
22381,271
22383,271
22385,271
22387,271
22389,271
22391,271
22393,271
22395,271
22397,271
22399,271
22401,271
22403,271
22405,271
22407,271
22409,271
22411,271
22413,271
22415,271
22417,271
22419,271
22421,271
22423,271
22425,271
22427,271
22429,271
22431,271
22433,271
22435,271
22437,271
22439,271
22441,271
22443,271
22445,271
22447,271
22449,271
22451,271
22453,271
22455,271
22457,271
22459,271
22461,271
22463,271
22465,271
22467,271
22469,271
22471,271
22473,271
22475,271
22477,271
22479,271
22481,271
22483,271
22485,271
22487,271
22489,271
22491,271
22493,271
22495,271
22497,271
22499,271
22501,271
22503,271
22505,271
22507,271
22509,271
22511,271
22513,271
22515,271
22517,271
22519,271
22521,271
22523,271
22525,271
22527,271
22529,271
22531,271
22533,271
22535,271
22537,271
22539,271
22541,271
22543,271
22545,271
22547,271
22549,271
22551,271
22553,271
22555,271
22557,271
22559,271
22561,271
22563,271
22565,271
22567,271
22569,271
22571,271
22573,271
22575,271
22577,271
22579,271
22581,271
22583,271
22585,271
22587,271
22589,271
22591,271
22593,271
22595,271
22597,271
22599,271
22601,271
22603,271
22605,271
22607,271
22609,271
22611,271
22613,271
22615,271
22617,271
22619,271
22621,271
22623,271
22625,271
22627,271
22629,271
22631,271
22633,271
22635,271
22637,271
22639,271
22641,271
22643,271
22645,271
22647,271
22649,271
22651,271
22653,271
22655,271
22657,271
22659,271
22661,271
22663,271
22665,271
22667,271
22669,271
22671,271
22673,271
22675,271
22677,271
22679,271
22681,271
22683,271
22685,271
22687,271
22689,271
22691,271
22693,271
22695,271
22697,271
22699,271
22701,271
22703,271
22705,271
22707,271
22709,271
22711,271
22713,271
22715,271
22717,271
22719,271
22721,271
22723,271
22725,271
22727,271
22729,271
22731,271
22733,271
22735,271
22737,271
22739,271
22741,271
22743,271
22745,271
22747,271
22749,271
22751,271
22753,271
22755,271
22757,271
22759,271
22761,271
22763,271
22765,271
22767,271
22769,271
22771,271
22773,271
22775,271
22777,271
22779,271
22781,271
22783,271
22785,271
22787,271
22789,271
22791,271
22793,271
22795,271
22797,271
22799,271
22801,271
22803,271
22805,271
22807,271
22809,271
22811,271
22813,271
22815,271
22817,271
22819,271
22821,271
22823,271
22825,271
22827,271
22829,271
22831,271
22833,271
22835,271
22837,271
22839,271
22841,271
22843,271
