ID_MENU,ID_PLATO
15001,45001
15002,45002
15003,45003
15004,45004
15005,45005
15006,45006
15007,45007
15008,45008
15009,45009
15010,45010
15011,45011
15012,45012
15013,45013
15014,45014
15015,45015
15016,45016
15017,45017
15018,45018
15019,45019
15020,45020
15021,45021
15022,45022
15023,45023
15024,45024
15025,45025
15026,45026
15027,45027
15028,45028
15029,45029
15030,45030
15031,45031
15032,45032
15033,45033
15034,45034
15035,45035
15036,45036
15037,45037
15038,45038
15039,45039
15040,45040
15041,45041
15042,45042
15043,45043
15044,45044
15045,45045
15046,45046
15047,45047
15048,45048
15049,45049
15050,45050
15051,45051
15052,45052
15053,45053
15054,45054
15055,45055
15056,45056
15057,45057
15058,45058
15059,45059
15060,45060
15061,45061
15062,45062
15063,45063
15064,45064
15065,45065
15066,45066
15067,45067
15068,45068
15069,45069
15070,45070
15071,45071
15072,45072
15073,45073
15074,45074
15075,45075
15076,45076
15077,45077
15078,45078
15079,45079
15080,45080
15081,45081
15082,45082
15083,45083
15084,45084
15085,45085
15086,45086
15087,45087
15088,45088
15089,45089
15090,45090
15091,45091
15092,45092
15093,45093
15094,45094
15095,45095
15096,45096
15097,45097
15098,45098
15099,45099
15100,45100
15101,45101
15102,45102
15103,45103
15104,45104
15105,45105
15106,45106
15107,45107
15108,45108
15109,45109
15110,45110
15111,45111
15112,45112
15113,45113
15114,45114
15115,45115
15116,45116
15117,45117
15118,45118
15119,45119
15120,45120
15121,45121
15122,45122
15123,45123
15124,45124
15125,45125
15126,45126
15127,45127
15128,45128
15129,45129
15130,45130
15131,45131
15132,45132
15133,45133
15134,45134
15135,45135
15136,45136
15137,45137
15138,45138
15139,45139
15140,45140
15141,45141
15142,45142
15143,45143
15144,45144
15145,45145
15146,45146
15147,45147
15148,45148
15149,45149
15150,45150
15151,45151
15152,45152
15153,45153
15154,45154
15155,45155
15156,45156
15157,45157
15158,45158
15159,45159
15160,45160
15161,45161
15162,45162
15163,45163
15164,45164
15165,45165
15166,45166
15167,45167
15168,45168
15169,45169
15170,45170
15171,45171
15172,45172
15173,45173
15174,45174
15175,45175
15176,45176
15177,45177
15178,45178
15179,45179
15180,45180
15181,45181
15182,45182
15183,45183
15184,45184
15185,45185
15186,45186
15187,45187
15188,45188
15189,45189
15190,45190
15191,45191
15192,45192
15193,45193
15194,45194
15195,45195
